"scientificname";"worms_id";"rank";"species";"worms_id_species";"count"
"Polycirrus plumosus";131534;"Species";"Polycirrus plumosus";131534;829
"Thunnus thynnus";127029;"Species";"Thunnus thynnus";127029;828
"Reophax";112341;"Genus";"";;826
"Phalacrocorax";137054;"Genus";"";;825
"Molgula manhattensis";103788;"Species";"Molgula manhattensis";103788;825
"Nucula";138262;"Genus";"";;825
"Trigla lyra";127266;"Species";"Trigla lyra";127266;823
"Modiolus";138223;"Genus";"";;823
"Upogebia deltaura";107739;"Species";"Upogebia deltaura";107739;822
"Cryomorphaceae";559981;"Family";"";;821
"Aglaophenia tubulifera";117285;"Species";"Aglaophenia tubulifera";117285;821
"Acteon tornatilis";138691;"Species";"Acteon tornatilis";138691;821
"Dercitus (Dercitus) bucklandi";555677;"Species";"Dercitus (Dercitus) bucklandi";555677;820
"Orbinia sertulata";130523;"Species";"Orbinia sertulata";130523;820
"Amphiura stepanovi";125098;"Species";"Amphiura stepanovi";125098;819
"Vesicularia spinosa";111669;"Species";"Vesicularia spinosa";111669;819
"Coryphaena hippurus";126846;"Species";"Coryphaena hippurus";126846;818
"Ophiura robusta";124933;"Species";"Ophiura robusta";124933;817
"Tunicata";146420;"Subphylum";"";;817
"Ampithoe rubricata";102002;"Species";"Ampithoe rubricata";102002;816
"Globigerinoides trilobus";113446;"Species";"Globigerinoides trilobus";113446;816
"Malacocephalus laevis";272392;"Species";"Malacocephalus laevis";272392;815
"Gymnogongrus crenulatus";145656;"Species";"Gymnogongrus crenulatus";145656;814
"Protoperidinium oblongum";110238;"Species";"Protoperidinium oblongum";110238;814
"Gonyaulax polyedra";110034;"Species";"Gonyaulax polyedra";110034;814
"Oncaea curta";128929;"Species";"Oncaea curta";128929;813
"Cassidulina laevigata";113077;"Species";"Cassidulina laevigata";113077;813
"Chaetoceros socialis f. socialis";163124;"Forma";"Chaetoceros socialis";149123;813
"Striatella";149176;"Genus";"";;812
"Thalassiosira decipiens";148919;"Species";"Thalassiosira decipiens";148919;812
"Chaetoceros furcellatus";149624;"Species";"Chaetoceros furcellatus";149624;810
"Microdeutopus anomalus";102043;"Species";"Microdeutopus anomalus";102043;810
"Halcampa chrysanthellum";100916;"Species";"Halcampa chrysanthellum";100916;810
"Helicostomella subulata";240437;"Species";"Helicostomella subulata";240437;809
"Prorocentrum gracile";110300;"Species";"Prorocentrum gracile";110300;809
"Neopentadactyla mixta";124685;"Species";"Neopentadactyla mixta";124685;808
"Lysidice hebes";742228;"Species";"Lysidice hebes";742228;806
"Entomoneidaceae";149659;"Family";"";;806
"Zygoceros rhombus";163288;"Species";"Zygoceros rhombus";163288;806
"Fragilaria oblonga";345475;"Species";"Fragilaria oblonga";345475;806
"Aora gracilis";102012;"Species";"Aora gracilis";102012;805
"Thyone fusus";124670;"Species";"Thyone fusus";124670;805
"Orthoconchoecia haddoni";127831;"Species";"Orthoconchoecia haddoni";127831;804
"Halichondria (Halichondria) bowerbanki";165801;"Species";"Halichondria (Halichondria) bowerbanki";165801;804
"Hastigerina pelagica";113477;"Species";"Hastigerina pelagica";113477;803
"Tripos bucephalus";841190;"Species";"Tripos bucephalus";841190;803
"Diplodus vulgaris";127054;"Species";"Diplodus vulgaris";127054;803
"Apherusa bispinosa";102160;"Species";"Apherusa bispinosa";102160;802
"Tomopteris (Johnstonella) helgolandica";334946;"Species";"Tomopteris (Johnstonella) helgolandica";334946;802
"Tontonia";101196;"Genus";"";;801
"Hyperoplus immaculatus";126755;"Species";"Hyperoplus immaculatus";126755;800
"Tellimya tenella";152397;"Species";"Tellimya tenella";152397;799
"Cheirocratus";101669;"Genus";"";;799
"Clytia hemisphaerica";117368;"Species";"Clytia hemisphaerica";117368;797
"Iphinoe serrata";110460;"Species";"Iphinoe serrata";110460;797
"Oshurkovia littoralis";146830;"Species";"Oshurkovia littoralis";146830;796
"Fragilariopsis oceanica";172436;"Species";"Fragilariopsis oceanica";172436;796
"Atelecyclus rotundatus";107273;"Species";"Atelecyclus rotundatus";107273;796
"Spongonema tomentosum";145459;"Species";"Spongonema tomentosum";145459;795
"Cutleria";144054;"Genus";"";;794
"Nitrospina";570084;"Genus";"";;794
"Achelia echinata";134599;"Species";"Achelia echinata";134599;792
"Sertularella polyzonias";117906;"Species";"Sertularella polyzonias";117906;791
"Halopteris filicina";145906;"Species";"Halopteris filicina";145906;789
"Phycis phycis";126502;"Species";"Phycis phycis";126502;787
"Pomatoceros lamarcki";152358;"Species";"Pomatoceros lamarcki";152358;786
"Brigantedinium";603684;"Genus";"";;785
"Anaerolinea";570954;"Genus";"";;785
"Salmo trutta";127187;"Species";"Salmo trutta";127187;783
"Sphacelaria cirrosa";145892;"Species";"Sphacelaria cirrosa";145892;783
"Portumnus latipes";107400;"Species";"Portumnus latipes";107400;783
"Cavolinia";137750;"Genus";"";;783
"Malacoceros";129614;"Genus";"";;781
"Pulleniatina obliquiloculata";221331;"Species";"Pulleniatina obliquiloculata";221331;780
"Cibicidoides";112084;"Genus";"";;780
"Vogtia glabra";135450;"Species";"Vogtia glabra";135450;780
"Nuculana minuta";140577;"Species";"Nuculana minuta";140577;779
"Acidostoma obesum";102497;"Species";"Acidostoma obesum";102497;779
"Eualus cranchii";156083;"Species";"Eualus cranchii";156083;779
"Viscosia viscosa";122156;"Species";"Viscosia viscosa";122156;778
"Euglenozoa";536202;"Phylum";"";;778
"Pandalus";107044;"Genus";"";;776
"Zoothamnium pelagicum";196832;"Species";"Zoothamnium pelagicum";196832;776
"Pullenia quinqueloba";113112;"Species";"Pullenia quinqueloba";113112;776
"Gyroidinoides";112189;"Genus";"";;775
"Lasaea adansoni";178911;"Species";"Lasaea adansoni";178911;775
"Orcinus orca";137102;"Species";"Orcinus orca";137102;774
"Halalaimus";2548;"Genus";"";;774
"Bolivina dilatata";112973;"Species";"Bolivina dilatata";112973;774
"Parafavella";196836;"Genus";"";;774
"Muraena helena";126303;"Species";"Muraena helena";126303;773
"Uranoscopus scaber";127093;"Species";"Uranoscopus scaber";127093;773
"Stercorarius pomarinus";137173;"Species";"Stercorarius pomarinus";137173;773
"Gavia arctica";137186;"Species";"Gavia arctica";137186;772
"Serripes";137741;"Genus";"";;772
"Odontosyllis gibba";131328;"Species";"Odontosyllis gibba";131328;772
"Dardanus arrosor";107197;"Species";"Dardanus arrosor";107197;772
"Spisula";138159;"Genus";"";;772
"Ruminococcaceae";570893;"Family";"";;770
"Pagrus pagrus";127063;"Species";"Pagrus pagrus";127063;770
"Cradoscrupocellaria reptans";738997;"Species";"Cradoscrupocellaria reptans";738997;770
"Nereis zonata";130407;"Species";"Nereis zonata";130407;770
"Harpinia";101716;"Genus";"";;769
"Diastylis cornuta";110474;"Species";"Diastylis cornuta";110474;768
"Pagurus cuanensis";107235;"Species";"Pagurus cuanensis";107235;768
"Polycarpa scuba";103914;"Species";"Polycarpa scuba";103914;767
"Schizomavella (Schizomavella) auriculata";862786;"Species";"Schizomavella (Schizomavella) auriculata";862786;765
"Enteropneusta [order]";178738;"Order";"";;763
"Leptolaimus";2407;"Genus";"";;763
"Streblosoma intestinale";131540;"Species";"Streblosoma intestinale";131540;763
"Caulleriella bioculata";129944;"Species";"Caulleriella bioculata";129944;763
"Tubificoides amplivasatus";137570;"Species";"Tubificoides amplivasatus";137570;759
"Arenicola";129206;"Genus";"";;759
"Gephyrocapsa caribbeanica";235953;"Species";"Gephyrocapsa caribbeanica";235953;758
"Prionospio steenstrupi";131164;"Species";"Prionospio steenstrupi";131164;758
"Calocalanus styliremis";104673;"Species";"Calocalanus styliremis";104673;758
"Eusergestes arcticus";515738;"Species";"Eusergestes arcticus";515738;756
"Tardigrada";1276;"Phylum";"";;753
"Gonatus fabricii";153097;"Species";"Gonatus fabricii";153097;752
"Polititapes aureus";246150;"Species";"Polititapes aureus";246150;752
"Caloplaca marina";147724;"Species";"Caloplaca marina";147724;752
"Centropages bradyi";104491;"Species";"Centropages bradyi";104491;752
"Muggiaea kochi";135444;"Species";"Muggiaea kochi";135444;751
"Asparagopsis armata";144438;"Species";"Asparagopsis armata";144438;751
"Gemmatimonadetes";571298;"Phylum";"";;751
"Lenticulina";112284;"Genus";"";;751
"Trifarina angulosa";113756;"Species";"Trifarina angulosa";113756;751
"Lithodes maja";107205;"Species";"Lithodes maja";107205;750
"Diastylis rugosa";110488;"Species";"Diastylis rugosa";110488;749
"Paradoneis armata";130579;"Species";"Paradoneis armata";130579;748
"Thelepus cincinnatus";131543;"Species";"Thelepus cincinnatus";131543;748
"Akera bullata";138734;"Species";"Akera bullata";138734;748
"Ophelina cylindricaudata";130503;"Species";"Ophelina cylindricaudata";130503;748
"Aythya marila";159172;"Species";"Aythya marila";159172;746
"Triconia minuta";128960;"Species";"Triconia minuta";128960;746
"Sphaerosyllis bulbosa";131379;"Species";"Sphaerosyllis bulbosa";131379;745
"Thyasira gouldi";141663;"Species";"Thyasira gouldi";141663;745
"Pectinariidae";980;"Family";"";;744
"Actinocyclus";196347;"Genus";"";;743
"Lutraria lutraria";140295;"Species";"Lutraria lutraria";140295;743
"Mysis relicta";120120;"Species";"Mysis relicta";120120;742
"Ectopleura larynx";157933;"Species";"Ectopleura larynx";157933;740
"Paradiopatra quadricuspis";130480;"Species";"Paradiopatra quadricuspis";130480;740
"Asterionella";148953;"Genus";"";;740
"Prasiola stipitata";145800;"Species";"Prasiola stipitata";145800;740
"Turtonia minuta";141875;"Species";"Turtonia minuta";141875;739
"Dinophysis tripos";109662;"Species";"Dinophysis tripos";109662;738
"Epinephelus aeneus";127032;"Species";"Epinephelus aeneus";127032;738
"Planctomyces";565568;"Genus";"";;738
"Chondria dasyphylla";144799;"Species";"Chondria dasyphylla";144799;737
"Typosyllis anops";334971;"Species";"Typosyllis anops";334971;737
"Abra segmentum";141438;"Species";"Abra segmentum";141438;737
"Calocaris macandreae";107726;"Species";"Calocaris macandreae";107726;735
"Eurysyllis tuberculata";131288;"Species";"Eurysyllis tuberculata";131288;731
"Urothoe marina";103233;"Species";"Urothoe marina";103233;726
"Echinaster (Echinaster) sepositus";125161;"Species";"Echinaster (Echinaster) sepositus";125161;726
"Tubificoides";137393;"Genus";"";;725
"Doliolida";137212;"Order";"";;725
"Lauderia pumila";163226;"Species";"Lauderia pumila";163226;725
"Pyrgo depressa";112587;"Species";"Pyrgo depressa";112587;725
"Ascidia conchilega";103702;"Species";"Ascidia conchilega";103702;724
"Daptonema normandicum";121540;"Species";"Daptonema normandicum";121540;724
"Gobius paganellus";126893;"Species";"Gobius paganellus";126893;724
"Ascolaimus elongatus";121303;"Species";"Ascolaimus elongatus";121303;724
"Cadlina laevis";139134;"Species";"Cadlina laevis";139134;723
"Paradoneis";129433;"Genus";"";;722
"Pseudanabaena";177588;"Genus";"";;720
"Anaitides multiseriata";129455;"Species";"Anaitides multiseriata";129455;720
"Syllis hyalina";131436;"Species";"Syllis hyalina";131436;720
"Dacrydium vitreum";140449;"Species";"Dacrydium vitreum";140449;719
"Porphyra purpurea";144434;"Species";"Porphyra purpurea";144434;719
"Montacuta substriata";140377;"Species";"Montacuta substriata";140377;719
"Triconia dentipes";128958;"Species";"Triconia dentipes";128958;718
"Chauliodus sloani";127338;"Species";"Chauliodus sloani";127338;718
"Padina pavonica";145385;"Species";"Padina pavonica";145385;718
"Cellaria sinuosa";111260;"Species";"Cellaria sinuosa";111260;717
"Liocarcinus marmoreus";107390;"Species";"Liocarcinus marmoreus";107390;717
"Parvocalanus latus";354637;"Species";"Parvocalanus latus";354637;715
"Thalassoma pavo";126970;"Species";"Thalassoma pavo";126970;710
"Cibicidoides kullenbergi";112883;"Species";"Cibicidoides kullenbergi";112883;710
"Moerella donacina";147021;"Species";"Moerella donacina";147021;709
"Florideophyceae";368670;"Class";"";;709
"Cassidulina carinata";183041;"Species";"Cassidulina carinata";183041;709
"Siphonoecetes (Centraloecetes) kroyeranus";102111;"Species";"Siphonoecetes (Centraloecetes) kroyeranus";102111;708
"Chthamalus";106126;"Genus";"";;708
"Diplodus annularis";127049;"Species";"Diplodus annularis";127049;707
"Microlaimus marinus";121086;"Species";"Microlaimus marinus";121086;707
"Spirochaeta";566342;"Genus";"";;706
"Oestergrenia digitata";152547;"Species";"Oestergrenia digitata";152547;705
"Balaenoptera";137013;"Genus";"";;705
"Sertularelloides";233225;"Genus";"";;705
"Molgula";103509;"Genus";"";;704
"Ampharete grubei";152272;"Species";"Ampharete grubei";152272;704
"Pomatoschistus microps";126927;"Species";"Pomatoschistus microps";126927;703
"Diaphana minuta";139557;"Species";"Diaphana minuta";139557;702
"Clausophyes moserae";135412;"Species";"Clausophyes moserae";135412;702
"Pelagia noctiluca";135305;"Species";"Pelagia noctiluca";135305;702
"Asterias";123219;"Genus";"";;701
"Trisopterus capelanus";712475;"Species";"Trisopterus capelanus";712475;700
"Mysta picta";147026;"Species";"Mysta picta";147026;700
"Calocalanus pavo";104669;"Species";"Calocalanus pavo";104669;699
"Argentina";125885;"Genus";"";;699
"Pectinaria";129437;"Genus";"";;699
"Aphroditidae";938;"Family";"";;698
"Mesophyllum lichenoides";145188;"Species";"Mesophyllum lichenoides";145188;697
"Ascidiella";103484;"Genus";"";;697
"Eusyllis blomstrandi";131290;"Species";"Eusyllis blomstrandi";131290;697
"Trypanosyllis (Trypanosyllis) coeliaca";335151;"Species";"Trypanosyllis (Trypanosyllis) coeliaca";335151;694
"Obelia longissima";117389;"Species";"Obelia longissima";117389;692
"Stenella";137024;"Genus";"";;691
"Vitreolina philippi";139903;"Species";"Vitreolina philippi";139903;691
"Citharus linguatula";127130;"Species";"Citharus linguatula";127130;690
"Kellia suborbicularis";140161;"Species";"Kellia suborbicularis";140161;689
"Laomedea flexuosa";117382;"Species";"Laomedea flexuosa";117382;689
"Hyperoodon ampullatus";343899;"Species";"Hyperoodon ampullatus";343899;689
"Vogtia serrata";135452;"Species";"Vogtia serrata";135452;689
"Lagena";112215;"Genus";"";;689
"Prionospio multibranchiata";131160;"Species";"Prionospio multibranchiata";131160;689
"Protanthea simplex";100913;"Species";"Protanthea simplex";100913;688
"Crisia denticulata";111695;"Species";"Crisia denticulata";111695;688
"Scyliorhinus stellaris";105815;"Species";"Scyliorhinus stellaris";105815;687
"Sosane sulcata";129821;"Species";"Sosane sulcata";129821;687
"Serranus atricauda";127040;"Species";"Serranus atricauda";127040;686
"Barnea candida";140767;"Species";"Barnea candida";140767;685
"Synaphobranchus kaupii";126328;"Species";"Synaphobranchus kaupii";126328;685
"Bifurcaria bifurcata";145503;"Species";"Bifurcaria bifurcata";145503;685
"Scolelepis (Scolelepis) squamata";157566;"Species";"Scolelepis (Scolelepis) squamata";157566;684
"Laboea";101190;"Genus";"";;684
"Gracilechinus acutus";532031;"Species";"Gracilechinus acutus";532031;684
"Lachnospiraceae";570965;"Family";"";;683
"Fragilariopsis cylindrus";172418;"Species";"Fragilariopsis cylindrus";172418;682
"Euchone papillosa";130906;"Species";"Euchone papillosa";130906;682
"Dehalococcoidetes";571133;"Class";"";;681
"Pholoe assimilis";130598;"Species";"Pholoe assimilis";130598;681
"Philomedes brenda";127718;"Species";"Philomedes brenda";127718;680
"Nematobrachion boopis";110691;"Species";"Nematobrachion boopis";110691;679
"Similipecten similis";147154;"Species";"Similipecten similis";147154;679
"Polyclinidae";103441;"Family";"";;679
"Artacama proboscidea";131482;"Species";"Artacama proboscidea";131482;678
"Stephanopyxis";149630;"Genus";"";;677
"Conchoecia lophura";127771;"Species";"Conchoecia lophura";127771;677
"Cossura longocirrata";129984;"Species";"Cossura longocirrata";129984;677
"Hesionidae";946;"Family";"";;677
"Actinocyclus";148944;"Genus";"";;676
"Eucratea loricata";111361;"Species";"Eucratea loricata";111361;675
"Thalassiosiraceae";148904;"Family";"";;675
"Candacia ethiopica";104478;"Species";"Candacia ethiopica";104478;675
"Conchoecia hyalophyllum";127770;"Species";"Conchoecia hyalophyllum";127770;674
"Pectinaria belgica";334417;"Species";"Pectinaria belgica";334417;673
"Lepidopus caudatus";127088;"Species";"Lepidopus caudatus";127088;673
"Hyalinea balthica";113636;"Species";"Hyalinea balthica";113636;672
"Mora moro";126497;"Species";"Mora moro";126497;672
"Eunotogramma dubium";345464;"Species";"Eunotogramma dubium";345464;672
"Actinoptychus";148947;"Genus";"";;672
"Tanypodinae";712122;"Subfamily";"";;671
"Paranaitis kosteriensis";130662;"Species";"Paranaitis kosteriensis";130662;671
"Stomias boa boa";234601;"Subspecies";"Stomias boa";127374;670
"Metaphoxus fultoni";102981;"Species";"Metaphoxus fultoni";102981;670
"Pediastrum";160561;"Genus";"";;670
"Diazona violacea";103733;"Species";"Diazona violacea";103733;669
"Melosira moniliformis";418547;"Species";"Melosira moniliformis";418547;667
"Atlanta";137687;"Genus";"";;666
"Conchoecilla daphnoides";127776;"Species";"Conchoecilla daphnoides";127776;666
"Orbulina suturalis";735147;"Species";"Orbulina suturalis";735147;665
"Pholas dactylus";140770;"Species";"Pholas dactylus";140770;665
"Ophiura sarsii";124934;"Species";"Ophiura sarsii";124934;665
"Eurynome aspera";107318;"Species";"Eurynome aspera";107318;665
"Eulalia mustela";130631;"Species";"Eulalia mustela";130631;663
"Protula tubularia";131035;"Species";"Protula tubularia";131035;663
"Fursenkoina fusiformis";585266;"Species";"Fursenkoina fusiformis";585266;663
"Gavia adamsii";137185;"Species";"Gavia adamsii";137185;662
"Macrochaeta clavicornis";129745;"Species";"Macrochaeta clavicornis";129745;661
"Hyas";106903;"Genus";"";;660
